ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
559,"Purplle wallet:wallet image is not shown proper","1.7.6 test1",Closed,Medium,Minor,Visual,Always,vikram1,"Sachin Nayak","Purplle wallet : wallet image is not shown proper","Refer the screenshot",,"Android Phone",,2,"27/03/2017 11:53:14 ","31/03/2017 07:08:46 "
560,"share & feedback is shown capital","1.7.6 test1",Closed,Medium,Minor,Visual,Always,vikram1,"Sachin Nayak","share & feedback is shown capital","Share & feedback should be as per mocks
","1. Refer the screenshot","Android Phone",,2,"27/03/2017 11:55:32 ","31/03/2017 07:09:19 "
561,"""have an account, login"" link is absent on register page","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user goes to register page, user should be able to go to login page directly from register page, and for that, a link named as '""have an account, login"" should be present on register page, this is present in previous builds
","A link named as '""have an account, login"" should be present on register page, this is present in previous builds
",,"Android Phone",,2,"27/03/2017 11:58:42 ","31/03/2017 07:10:12 "
562,"Products not shown on my wishlist for  my login credentials","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","Products not shown on my wishlist for  my login credentials, below are the credentials.

vikram.j@purplle.com
test123",,,"Android Phone",,1,"27/03/2017 12:01:19 ","31/03/2017 07:15:13 "
563,"If user has not answered beauty quiz, ""start beauty quiz"" button should be present along with the text message shown in mock","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","If user has not answered beauty quiz, a progress bar with ""0% completed"" status and ""complete your profile"" button  is being shown. Instead of that a button, ""start beauty quiz"" should appear

See some of the screenshots i have attached","If user has not answered beauty quiz, ""start beauty quiz"" should appear along with the text message shown in mock",,"Android Phone",,1,"27/03/2017 12:12:25 ","31/03/2017 07:17:31 "
564,"If I add a product to wishlist and come to my account page, that added item is not reflecting on it, app has to be refreshed","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user adds a product to wishlist and then comes to my account, that added product is not visible overhere, user has to refresh the app and then that product  is visible under my wishlist section","If user adds a product to wishlist and visits my account page, that product should be visible under my wishlist section","1. Add a product to wishlsit; 2. Go to my account page; 3. Go to my wishlist section; 4. See that product is not visible","Android Phone",,1,"27/03/2017 12:17:31 ","31/03/2017 07:18:27 "
565,"Beauty profile progress bar not shown as per mock","1.7.6 test1","Not a Bug",High,Major,Visual,Always,vikram1,"Sachin Nayak","IN mocks, beauty profile's section seems different to what it has implemented ","It should be as per mocks

Refer the screenshots of expected and actual outputs
",,"Android Phone",,1,"27/03/2017 12:23:52 ","30/03/2017 11:24:05 "
566,"""Recommended for you"" spelling  mistake","1.7.6 test1",Closed,High,Minor,Visual,Always,vikram1,"Sachin Nayak","""Recommended for you"" spelling  is shown as ""Recommend for you""","It should be ""Recommended for you"" ",,"Android Phone",,2,"27/03/2017 12:27:39 ","31/03/2017 07:18:58 "
567,"Default image is not getting called if image is removed","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user removes an image, a default is supposed to be called.

Conditions: perform social login[fb login], upload your personal image and then remove it, this time after removing image, default image should get called","After removing image, default image should get called","1. Perform social login[fb login],; 2. Upload your personal image ; 3. Remove it; 4. Default image is not getting called","Android Phone",,3,"27/03/2017 12:33:53 ","26/05/2017 13:56:14 "
568,"Image not shown after login logout","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user uploads an image and then logs out,  after logging in again, that uploaded image is not shown","Uploaded image should be shown after logout login","1. Perform Login, and uploaded image; 2. Perform Logout  and again login with the same user; 3. Check if the previously uploaded image is visible or not","Android Phone",,3,"27/03/2017 12:36:29 ","01/04/2017 10:41:25 "
569,"App crashing on product list page on which high match low match beauty profile present","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user tries to update beauty profile from high match low match, app crashes",,"1. GO to list page which is having high match low match for ex go to skins > toners; 2. See app crashes","Android Phone",,2,"27/03/2017 12:37:31 ","31/03/2017 07:19:56 "
570,"If beauty profile is 100% completed, ""edit your profile"" button should appear","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","If user has answered all the beauty profile quiz questions, ""edit your profile' options should be present on the page","Refer the screenshot",,"Android Phone",,1,"27/03/2017 12:45:22 ","31/03/2017 07:23:21 "
571,"A msg is shown while uploading photo if user has edited profile before updating photo","1.7.6 test1",Closed,Medium,Minor,Functional,Always,vikram1,"Jugal SA","When user edits profile and leaves last name empty and taps on save button and then tries to upload photo an error is shown as 'last_name value  missing'/'phone value missing'","No such error message should come","1. Go to edit profile and delete last name and tap on save button; 2. Or leave mobile field blank and tap on save button; 3. Now try to update profile pic; 4. See a message is shown; 5. Refer the screenshots","Android Phone",,0,"27/03/2017 13:17:26 ","03/04/2017 07:33:18 "
572,"Remove photo option coming even if there is not photo","1.7.6 test1",Closed,Medium,Minor,Functional,Always,vikram1,"Sachin Nayak","Remove photo option coming even if there is not photo","Remove photo options shouldnt come if there is not photo",,"Android Phone",,2,"27/03/2017 13:22:13 ","31/03/2017 07:24:16 "
573,"Three dots view is not proper","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user taps on three dots, view is not proper",,,"Android Phone",,1,"27/03/2017 14:00:17 ","31/03/2017 07:31:44 "
574,"If user changes gender, the image at 'beauty profile' is not changing for respective gender","1.7.6 test1",Closed,Medium,Minor,Functional,Always,vikram1,"Sachin Nayak","Whenever user changes the gender by editing profile, for ex he changes from male to female, the image at the beauty  profile in my account is remaining the same.","It should also change as per the gender ","1. Go to edit profile; 2. Change the gender; 3. Now look at the beauty profile","Android Phone",,1,"27/03/2017 14:03:25 ","31/03/2017 07:15:17 "
575,"App crashing on edit profile button on settings page","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","App crashing on edit profile button on settings page",,"1. Drawer menu > settings > edit profile; 2. See app crashes","Android Phone",,2,"27/03/2017 14:12:10 ","31/03/2017 06:57:36 "
576,"Profile photo is not getting updated if camera is used on upload photo page","1.7.6 test1",Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user taps on profile image icon, a page is opened on which there are two options, one is to upload photo and another is to delete photo. If update photo is tried by tapping on upload photo and if camera is used, photo is not getting updated","PHoto should get updated","1. Tap on profile photo icon; 2. Tap on upload photo button; 3. Use camera to capture photo","Android Phone",,1,"27/03/2017 14:31:47 ","31/03/2017 06:52:36 "
577,"Crash on High match Popular-Personalized toggle switch.","1.7.6 test2",Closed,High,Major,Functional,Always,"Nikhil Teredesai","Sachin Nayak","When user change toggle switch from Personalized to Personal app crashes.",,,,,2,"31/03/2017 05:37:35 ","03/04/2017 12:31:47 "
578,"Crash on Edit Profile from high match page.","1.7.6 test2",Closed,High,Major,Functional,Always,"Nikhil Teredesai","Sachin Nayak",,,"1. Launch app & log in; 2. Go to Skin -- Tonners; 3. Tap on Edit Profile; 4. Change Parameters & tap on close [right top corner}; 5. App crash",,,2,"31/03/2017 05:49:52 ","03/04/2017 12:30:28 "
579,"on clicking on my favourtes, app is getting crashed","1.7.6 test2",Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","on clicking on my favourtes, app is getting crashed

vikram.j@purplle.com
test123",,"1. open drawer menu; 2. click on my favourites","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"31/03/2017 07:13:33 ","03/04/2017 12:28:54 "
580,"on listing page of lakme while scrolling app is getting crashed","1.7.6 test2",Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","on listing page of lakme while scrolling app is getting crashed",,"1. open app; 2. go to brand page from drawer menu; 3. search for lakme; 4. scroll down ; 5. scroll  up; 6. again scroll down","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"31/03/2017 07:28:02 ","03/04/2017 12:42:24 "
581,"Picture is appearing stretched if cropped while updating through 'upload photo' page","1.7.6 test2",Closed,High,Major,Functional,Always,vikram1,"Rahul D","if user updates pic from upload photo page, image is appearing stretched","Refer the screenshot",,"Android Phone",,1,"31/03/2017 07:42:05 ","03/04/2017 12:26:29 "
582,"Gender not updating on other pfs if updated from android","1.7.6 test2",Closed,High,Major,Functional,Always,vikram1,"Jugal SA","If user updates gender from android my accounts page, its not updating at other platforms","If any thing updated from android, it should get updated on other pfs too","1. Go to my account page from android app  and change the gender; 2. Now cross check on website","Android Phone",,1,"31/03/2017 07:46:45 ","12/05/2017 11:36:22 "
583,"If gender changed from desktop then beauty profile image of male/female not changing accordingly on android","1.7.6 test2",Closed,High,Major,Functional,Always,vikram1,"Jugal SA","If user changes gender from desktop or other platforms, beauty profile is not updating accordingly on android","Beauty profile should update if gender is updated from other platforms","1. Go to desktop and change the gender; 2. Now go to android and check the beauty profile; 3. See beauty profile didnot get update","Android Phone",,0,"31/03/2017 07:51:56 ","04/04/2017 07:25:05 "
584,"If user taps on 'item in wishlist' button to remove it from wishlist from three dots on my account, its not getting removed","1.7.6 test2",Closed,High,Major,Functional,Always,vikram1,"Rahul D","IF user taps on 'item in wishlist' button of three dots of wishlist page of my accounts page to remove it from wishlist, its not getting removed","Item should get removed from wishlist if tapped 'item in wishlist' button of three dots ","1. Go to my accounts page; 2. Go to my wishlist section and tap on 'see more' button; 3. Now tap on three dots and then tap on 'item in wishlist' button; 4. See item didnot get removed from page","Android Phone",,1,"31/03/2017 08:00:38 ","03/04/2017 12:22:04 "
585,"when user logs in using facebook, it shows the updated image only after refreshing the app",1.7.6test3,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user logs in using facebook, it shows the updated image only after refreshing the app",,"1. open app; 2. now change dp on facebook; 3. login using same login id; 4. see the updated image is not coming.","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"31/03/2017 10:58:46 ","03/04/2017 14:03:03 "
586,"App crash on inspired by wishlist and my favorites pagination on 3rd page",1.7.6test3,Closed,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user scrolls down  inspired by wishlist page or my favourites page, after third page, app crashes for my account for below credentials

vikram.j@purplle.com
test123",,"1. Login with my account with above credentials; 2. GO to cart page; 3. GO to inspired by wishlist page/my favourites; 4. Scroll down the page till the 3rd pagination; 5. after second page, app crashes","Android Phone",,2,"31/03/2017 11:00:49 ","03/04/2017 07:33:39 "
587,"When user creates  account on desktop and then logs in on app, beauty profile is not behaving properly",1.7.6test3,Closed,Medium,Minor,Functional,Always,vikram1,"Jugal SA","User creates an account on desktop site and logs in on app. In this situation default gender is female. Still  on beauty profile gender is asked to select. BUt user has default gender as female on my account page. So if he selects  male gender on beauty profile, female's images are being shown.","There are 2 scenarios:

1. If user has created account on desktop site, default gender is female, then show directly female's que on beauty profile page
2. On beauty profile page, if gender is being asked then upon selecting gender, respective images should be shown i.e. if male is selected then male's que should be shown",,"Android Phone",,1,"31/03/2017 11:18:21 ","03/04/2017 06:48:25 "
588,"Crash on  add to wishlist of three dots on thread page",1.7.6test3,Closed,High,Major,Functional,Always,vikram1,"Rahul D","When user taps on 'add to wishlist' button on three dots of threads page, app crashes",,"1. Go to threads page for ex 'best foundation'; 2. Go to products section and select grid view; 3. Tap on three dots of any product and select add to wishlist; 4. See app crashes","Android Phone",,1,"31/03/2017 13:55:09 ","03/04/2017 12:14:01 "
589,"when user clicks on remove photo, popup comes, clicked on ok then error message is coming wrong",1.7.6test3,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user clicks on remove photo, popup comes, clicked on ok then error message is coming wrong",,"1. open app; 2. login; 3. click on remove photo; 4. dialog box will come; 5. click on ok; 6. profile photo updated photo is coming instead of removed successfully","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"03/04/2017 07:12:41 ","03/04/2017 12:12:39 "
590,"Image not updating when user first time tries to update from 'upload image' page, and msg is shown as 'phone is missing'",1.7.6test3,Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","Image not updating from upload image page when user is first time trying to update and msg is shown as 'phone is missing'

Lets say user has created an account and tries to update image from 'upload image' page, image is not getting updated and a message is shown as 'phone is missing'","Image should get updated when user first time tries to update image","1. Create an account; 2. GO to my account and go to 'upload image' page; 3. Tap on 'upload image' button","Android Phone",,1,"03/04/2017 07:21:40 ","03/04/2017 12:12:06 "
591,"Image is appearing blurred after refreshing the app",1.7.6test3,Reopen,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user updates profile image and then refreshes the app, image is appearing blurred.
","Image should be well visible","1. Update the profile image; 2. Close the app and reopen; 3. Check the profile image again; 4. see its appearing blurred","Android Phone",,2,"03/04/2017 10:16:53 ","04/04/2017 11:28:08 "
592,"when user after login from fb, edits image and then logout, and login. updated image is not shown",1.7.6,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user after login from fb, edits image and then logout, and login. updated image is not shown",,"1. OPEN APP; 2. login using facebook; 3. edit imAGE; 4. LOGOUT AND LOGIN AGAIN","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"03/04/2017 13:08:54 ","03/04/2017 13:26:48 "
593,"In drawer menu , on  luxury, app is getting crashed",1.7.6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","In drawer menu , on  luxury, app is getting crashed","Remove Luxury",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"03/04/2017 13:20:38 ","04/04/2017 07:07:09 "
594,"Remove photo is not working in my profile",1.7.6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","Remove photo is not working in my profile",,"1. open app; 2. login; 3. update photo; 4. click on remove photo; 5. logout; 6. login again; 7. photo is not removed","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"04/04/2017 11:33:10 ","05/04/2017 08:53:55 "
595,"App is crashing on 4th banner on shop page. ",1.7.6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","App is crashing on 4th banner on shop page. 
",,"1. Go to shop page; 2. Go to 4th banner; 3. Tap on it","Android Phone",,1,"06/04/2017 11:29:37 ","29/05/2017 06:08:37 "
596,"Something went wrong appearing on payment page if mobile data is used",1.7.6,Resolved,High,Major,Functional,Always,vikram1,"Rahul D","Something went wrong appearing on payment page if mobile data is used",,"1. Add a product to cart having coupon 'summer17' autoapplied; 2. Now go to payment page and tap on purplle wallet; 3. Tap on remove coupon and continue; 4. Now hit back and again try to come to payment page; 5. See 'something went wrong' appears","Android Phone",,0,"06/04/2017 13:25:31 ","16/05/2017 09:31:48 "
597,"Address page is showing a bad face when coupon is removed from payment  for mobile network only",1.7.6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","User has applied coupon and tries to tap on wallet checkbox on payment page, popup is asked to remove the coupon, so user removes the coupon. NOw user comes back to cart page and again tries to proceed to the next page, bad face is shown","Checkout should work","1. Apply a coupon; 2. Proceed to payment page; 3. Tap on 'wallet'; 4. Tap on 'remove coupon and proceed'; 5. Come back to cart page and try to proceed to nenxt page; 6. See error is shown","Android Phone",,0,"11/04/2017 13:59:23 ","12/05/2017 12:04:29 "
598,"2 banners shown on 'top offers' section on offers page, it should be three",1.7.6,Closed,High,Major,Functional,Always,vikram1,"Rahul D","On offers page, there is a section of 'top offers' at the bottom of the page, only 2 banners shown overhere, whereas on mobile site 3 banners are getting shown","3 banners should be shown","1. Go to offers page; 2. Scroll down till the end 'top offers'; 3. See only 2 banners getting visible; 4. Compare it with mobile site","Android Phone",,0,"11/04/2017 14:11:57 ","26/05/2017 10:25:57 "
599,"App crashes when tapped on other user's stories",1.7.6,"Not a Bug",High,Major,Functional,Always,vikram1,"Rahul D","When user goes to other user's profile and taps on stories, app crashes",,"1. Go to product details page > reviews section; 2. Tap on any user's image to go to that user's profile; 3. Tap on stories","Android Phone",,0,"12/04/2017 09:20:10 ","12/05/2017 12:02:26 "
600,"DATA in new purplle wallet -> balance expiry should come with respect to latest expiry date",1.7.7test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","DATA in new purplle wallet -> balance expiry should come with respect to latest expiry date

Note: Currently random data is coming",,"1. open app; 2. login; 3. go to purplle wallet; 4. click on tab balance expiry date","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"15/04/2017 07:30:26 ","11/08/2017 07:15:10 "
601,"expiry word is missing and also date format is not proper in balance expiry",1.7.7test1,Closed,High,Trivial,Visual,Always,"Nirali Thakkar","Varun Bhardwaj","expiry word is missing and also date format is not proper in balance expiry

Note: Attached is the screenshot",,"1. open app; 2. login; 3. go to purplle wallet; 4. click on balance expiry","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"15/04/2017 07:35:44 ","11/08/2017 09:59:36 "
602,"Extra arrow is coming in the footer of PD page in the overview section",1.7.7test5,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","Extra arrow is coming in the footer of PD page in the overview section","Note: Read all Questions and Answer with arrow should come.

Please refer mock","1. open app; 2. click on any product; 3. scroll till last; 4. on the extreme right arrow is coming","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"21/04/2017 13:53:50 ","26/04/2017 05:22:59 "
603,"when user submits any review, by default it is showing 1.5 rating , even though user has given 4",1.7.7test5,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user submits any review, by default it is showing 1.5 rating , even though user has given 4",,"1. open app; 2. login; 3. click on any product; 4. click on write a review; 5. enter rating 4 and give review and submit","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"21/04/2017 13:55:27 ","26/04/2017 05:22:47 "
604,"Header of the new PD page should be dark as mentioned in the mock",1.7.7test5,Resolved,Medium,Trivial,Visual,Always,"Nirali Thakkar","Sachin Nayak","Header of the new PD page should be dark as mentioned in the mock",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"21/04/2017 13:56:12 ","24/04/2017 08:58:43 "
605,"In overview -> review, while scrolling down, Helpful should be aligned in between",1.7.7test5,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Sachin Nayak","In overview -> review, while scrolling down, Helpful should be aligned in between",,"1. open app; 2. login; 3. click on any product; 4. click on reviews tab; 5. scroll down","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"21/04/2017 13:58:54 ","26/04/2017 05:14:12 "
609,"Iliyas feedback",1.7.7test5,Closed,Medium,Major,Functional,Always,"Nikhil Teredesai","Rahul Asati","1.  Selected video should have pink outline.
2. Remove white space when there is no video.
3. Benefit fall off image",,,,,1,"21/04/2017 14:43:41 ","27/04/2017 07:24:28 "
606,"Filters are coming even if there are no reviews",1.7.7.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","If there is no review present, filters shouldnt appear",,,"Android Phone",,2,"21/04/2017 14:25:16 ","25/04/2017 13:47:23 "
607,"Even if there are 1 or 2 questions, still the arrow of 'read all questions' is being shown",1.7.7.test5,Closed,High,Major,Functional,Always,vikram1,"Rahul D","Even if there are 1 or 2 questions, still the arrow of 'read all questions' is being shown--- refer the screenshot",,,"Android Phone",,1,"21/04/2017 14:26:00 ","25/04/2017 13:48:20 "
608,"For multiple size view items, if another size is oos, a cut should be shown on size ",1.7.7.test5,Closed,Medium,Major,Functional,Always,vikram1,"Rahul D","When there are other sizes available for the product, and the another size is oos, the a cut should be shown on this.. refer the screenshot",,,"Android Phone",,2,"21/04/2017 14:27:29 ","25/04/2017 13:47:08 "
610,"Heart icon should be at left side as per the mocks",1.7.7.test5,Closed,High,Minor,Functional,Always,vikram1,"Rahul D","Heart icon should be at left side as per the mocks -- refer screenshot",,,"Android Phone",,2,"21/04/2017 15:06:03 ","25/04/2017 13:44:10 "
611,"Change pincode word is in cap, it should be camal case",1.7.7.test5,Closed,Medium,Minor,Visual,Always,vikram1,"Rahul D","Change pincode word is in cap, it should be camal case -- refer screenshot",,,"Android Phone",,2,"21/04/2017 15:07:05 ","25/04/2017 13:43:58 "
612,"In mock it is shown as  ""is this info helpful for you"", on app  it is ""is this info helpful to you""",1.7.7.test5,Closed,Medium,Minor,Visual,Always,vikram1,"Rahul D","In mock it is shown as  ""is this info helpful for you"" below the product highlights, on app  it is being shown as ""is this info helpful to you""",,,"Android Phone",,2,"21/04/2017 15:11:43 ","25/04/2017 13:43:18 "
613,"Ratings are shown  as a review for 'ponds white beauty anti-spot spf 15 pa++ fairness cream",1.7.7.test5,Closed,High,Major,Functional,Always,vikram1,"Jugal SA","Suppose there are 3 ratings and 4 reviews for a product, then along with 4 reviews, the ratings are also shown as a reviews in review list",,"1. https://www.screencast.com/t/Tcr1Kc2Gl","Android Phone",,1,"21/04/2017 15:19:32 ","29/05/2017 06:20:03 "
614,"Updated Count of votes not increasing after refreshing page",1.7.7.test5,Closed,High,Major,Functional,Always,vikram1,"Jugal SA","When user gives vote for a review, its count increases, but after refreshing the page, count reverts to its previous value",,,"Android Phone",,2,"21/04/2017 15:31:16 ","29/05/2017 06:33:45 "
615,"By default Most Helpful filter should be selected.",1.7.7.test5,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul D","currently Recent filter is selected.",,,,,1,"22/04/2017 03:47:19 ","25/04/2017 13:41:10 "
616,"Count of review ratings is coming different in review and overview tab",1.7.7.test5,Closed,High,Major,Visual,Always,"Nirali Thakkar","Jugal SA","Count of review ratings is coming different in review and overview tab",,"1. open app; 2. go to product L'Oreal Professionnel X-tenso Care Straight Serum (50 ml); 3. check count of review ratings in overview and review tab","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"24/04/2017 09:19:05 ","29/05/2017 06:35:54 "
617,"Your persona is missing in all the products ",1.7.7.test5,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak",,"Note: compared with Desktop 

Product name : Dove Oxygen Moisture Conditioner (180 ml)","1. open app; 2. Dove Oxygen Moisture Conditioner (180 ml)","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"24/04/2017 11:28:36 ","25/04/2017 13:39:39 "
618,"when shade is oos , it will come with '/' on it",1.7.7.test5,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","when shade is oos , it will come with '/' on it

Please refer mock","Product name: Dove Oxygen Moisture Conditioner (80 ml)",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"24/04/2017 13:38:59 ","25/04/2017 13:39:22 "
619,"when user fills yes or no for is this information helpful for you, the line should get replaced with thank you for feedback",1.7.7.test5,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user fills yes or no for is this information helpful for you, the line should get replaced with thank you for feedback","Note: This is new requirement",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"24/04/2017 13:40:48 ","25/04/2017 13:36:54 "
620,"when user loads any new PD page, the reviews shown are different, and it changes in a second",1.7.7.test5,Closed,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","when user loads any new PD page, the reviews shown are different, and it changes in a second

",,"1. open app; 2. click on any product","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 05:37:39 ","29/05/2017 06:37:33 "
621,"When user clicks on reviews tab, selects any highlight, the count changes for some time",1.7.7.test5,Closed,Medium,Major,Functional,Always,"Nirali Thakkar","Jugal SA","When user clicks on reviews tab, selects any highlight, the count changes for some time",,"1. open app; 2. login; 3. go to reviews tab; 4. select any highlight","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 05:40:28 ","29/05/2017 06:38:36 "
622,"in reviews section name of the user is not coming, and also image of the user is not coming",1.7.7.test5,Closed,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","in reviews section name of the user is not coming, and also image of the user is not coming",,"1. open app; 2. login; 3. compare review image and name on overview page and review page","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 05:46:40 ","29/05/2017 06:40:05 "
623,"when user select any highlight, tickmark should come beside that highligt",1.7.7.test5,Closed,Medium,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","when user select any highlight, tickmark should come beside that highligt

Note: In mock it is missing",,"1. open app; 2. login; 3. click on review tab; 4. select any highlight","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 05:49:29 ","25/04/2017 13:35:51 "
624,"In new PD page, instead of deliverable to, deliver to text should be present",1.7.7.test5,Closed,Low,Minor,Visual,Always,"Nirali Thakkar","Sachin Nayak","In new PD page, instead of deliverable to, deliver to text should be present

Note: refer mock",,"1. open PD page; 2. scroll overview section","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 06:29:28 ","27/04/2017 07:24:52 "
626,"while selecting any other size from new PD page, please try again error message is coming",1.7.7.test5,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","while selecting any other size from new PD page, please try again error message is coming","Product name : TRESemme Hair Fall Defense Shampoo (580 ml)",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 06:51:06 ","25/04/2017 13:31:56 "
627,"if no reviews are present then also recent, helpful , filter popup should not come",1.7.7.test5,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","if no reviews are present then  recent, helpful , filter popup should not come",,"1. open app; 2. login; 3. Lakme true wear color crush nail polish 08 (9 ml)","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 07:01:22 ","25/04/2017 13:30:30 "
628,"if 1 user has rated or review , keep (s) in bracket",1.7.7.test5,Closed,High,Major,Visual,Always,"Nirali Thakkar","Rahul D","if 1 user has rated or review , keep (s) in bracket",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"25/04/2017 13:53:48 ","27/04/2017 07:26:08 "
629,"when user updates review, review disappears from the page",17.7test6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","when user updates review, review disappears from the page",,"1. open app; 2. login; 3. go to that product for which we have not given any review rating; 4. click on write review; 5. give rating and highlights and submit (dont give review); 6. now check count; 7. now click on write review again; 8. give review and submit; 9. review disappears","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"26/04/2017 05:21:53 ","29/05/2017 06:42:21 "
630,"color in the graph is not coming like the new ones",17.7test6,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","color in the graph is not coming like the new ones",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"26/04/2017 05:35:08 ","27/04/2017 07:25:46 "
631,"cart count in new PD page is coming wrong",17.7test6,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","cart count in new PD page is coming wrong

It is showing 11 count , but i have only 7 products in the cart and also the qty is 1 for all the 7 products

email : thakkarnirali942@gmail.com
pass: nimbus",,"1. open app; 2. login","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"26/04/2017 05:39:54 ","12/05/2017 11:33:04 "
632,"in special offer special offer code and % is not coming ",17.7test6,Closed,High,Minor,Visual,Always,"Nirali Thakkar","Jugal SA","in special offer special offer code and % is not coming ",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"26/04/2017 05:52:49 ","29/05/2017 06:46:22 "
633,"tap to filter text is missing besides positive and negatives",17.7test6,Closed,Medium,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","tap to filter text is missing besides positive and negatives

Note: please refer mock",,"1. https://www.screencast.com/t/0dyxyHrU","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"26/04/2017 06:01:55 ","27/04/2017 07:30:59 "
634,"when user applies filter of certified buyer, certified buyer reviews are not coming",17.7test6,New,High,Major,Functional,Always,"Nirali Thakkar","Jugal SA","when user applies filter of certified buyer, certified buyer reviews are not coming",,"1. open app; 2. login; 3. click on any product; 4. go to reviews section; 5. filter by certified buyer","Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"26/04/2017 06:05:44 ","29/05/2017 07:07:07 "
